,index,created_at,id,text,partei,score,Stimmung
420,0,2022-08-28 04:50:37,1563750881794957313,"Wann wird die #oevp und ihre Freunde/innen erkennen, dass das stereotype Hinhauen auf Asylwerber keine zusätzlichen Stimmen mehr bringt. Es hilft nur der #fpoe. https://t.co/MAON6fUmmi",FPÖ,0.3612,positiv
421,1,2022-08-28 04:30:18,1563745767814299648,"Nur die Mehrheit der Bevölkerung durchschaut diese Dummheit der #oevp. Die Wähler der #fpoe bekommen, was sie hören wollen. https://t.co/yvQypbp8Eq",FPÖ,-0.4588,negativ
422,2,2022-08-28 02:09:27,1563710321667313667,"@ReginaZauchner Das sind die kranken Auswüchse der #Schwurbler gefördert durch die #MFG und #FPÖ.
Auch ich trage Maske zum #Selbstschutz und auch zum Schutz anderer nicht nur in Öffis etc. nein auch beim #Einkauf und werde dafür angepöbelt usw. Ich kann mich wehren, Kinder meisten leider nicht!",FPÖ,0.0,neutral
423,3,2022-08-27 22:29:28,1563654960700706818,"@alissa_claudia @florian_covi @FHabersberger Steht hier überall herum das Zeug, kaum auszuhalten. Daneben immer die #FPÖ mit ""Löhne rauf, Kosten runter!"".

Das ist eine Landtagswahl, Herrschaftzeiten! Was schreiben die für einen Blödsinn da hin, auf den sie gar keinen Einfluss haben?",FPÖ,0.0,neutral
424,4,2022-08-27 21:36:06,1563641531537522688,"Egal wo und wann, wir Oberösterreicher(innen) sprechen aus Erfahrung, keinen Millimeter für Parteien, wie FPÖ, MFG etc. , es ist nicht EGAL!! #fpö #mfg #övp https://t.co/2L9f9h1zxx",FPÖ,0.508,positiv
425,5,2022-08-27 20:53:24,1563630785051201536,"Preisausschreiben I

#DOLME der Woche sitzen bei #Market #Lazarsfeld. Umfrage für #ltwTirol so arg daneben, dass die Mitzi Pimperl aus #SipbachZell das um Längen besser hinkriegt.
#ÖVP 25
#SPÖ 21
#FPÖ 19
#Fritz 15
#Gruene 7
#Neos 7
#MfG 3
Sonst 3
Da sind 7 verheerende Fehler drin",FPÖ,0.0,neutral
426,6,2022-08-27 20:33:29,1563625770546872321,"Es wirkt aus heutiger Sicht so widersinnig, dass vor 25 Jahren #FPÖ -Chef Jörg #Haider tatsächlich ein „Anti-Euro-Volksbegehren“ gefordert hat. via ⁦@profilonline⁩ https://t.co/kcXCUiM0Us",FPÖ,-0.5009,negativ
427,7,2022-08-27 18:29:40,1563594612756754432,"@l_sachslehner 1:1 wie aus der Feder der #FPÖ Propagandaabteilung. Laura, du bist ganz unten angekommen.",FPÖ,-0.2263,negativ
428,8,2022-08-27 17:59:44,1563587078738550784,"𝐒𝐨 𝐭𝐢𝐞𝐟 𝐤𝐚𝐧𝐧 𝐝𝐢𝐞 𝐋𝐚𝐭𝐭𝐞 𝐧𝐢𝐜𝐡𝐭 𝐥𝐢𝐞𝐠𝐞𝐧, 𝐝𝐚𝐬𝐬 𝐬𝐢𝐜𝐡 𝐧𝐢𝐜𝐡𝐭 𝐞𝐢𝐧 𝐒𝐭𝐫𝐢𝐜𝐡𝐣𝐮𝐧𝐠𝐞 𝐟ä𝐧𝐝𝐞
#Kickl #FPÖ #Konfusianer #Ressentiment #Faschismus https://t.co/LTJ9OluKYW",FPÖ,0.0,neutral
429,9,2022-08-27 17:38:16,1563581677498433536,"Was ich immer schon erzähle: die neoliberale Partei Österreichs, die @neos_eu sind mit ihrem Sozialsprecher gar nicht so weit entfernt von einer #FPÖ! Abgesehen davon, als es um #Milliarden für die #Unternehmen ging, war es dem Großerben scheiß egal, das mit dem Steuergeld! https://t.co/bAuNP29yVK",FPÖ,0.0,neutral
430,0,2022-08-28 05:50:04,1563765842386587648,"„Beamten-Shuttle“: Zahl der #Regierungsflüge zwischen Bonn und Berlin verdoppelt https://t.co/0uGGwMCRRU via @welt 
Na da könnte sich die #letztegeneration doch mal festkleben. #gruene #Doppelmoral zeigt sich auch hier .",Grüne,0.0,neutral
431,1,2022-08-28 05:43:54,1563764288006782977,"@StadtLand64 @hstubner @cem_oezdemir @bmel @achimdittler @Kachelmann Ich frage mich, warum Kretschmann keine Wärmepumpen bestellt hat🤔

Er ist leider in einigen Dingen viel mehr Schwarz (CDU) als #Gruene",Grüne,-0.4019,negativ
432,2,2022-08-28 05:41:43,1563763740515909633,"#Ukrainekrieg
#StellvertreterKrieg der #USA
#Gruene sind #Kriegshetzer
#dasistnichtmeinkrieg
#Wirtschaftskrise
#Inflation 

Die Kriegstreiber sind auch die Kriegsgewinnler.
Die Grünen als Helfershelfer des amerikanischen Imperialismus. https://t.co/AFnpslYPOe",Grüne,0.0,neutral
433,3,2022-08-28 05:38:49,1563763011520806912,"@cote_langues Dazu können die viel früher in Rente als wir, haben eine Maut… und gar keine Probleme. Dort gibt es nur glückliche Menschen. ODER?  Will sagen. Ja vieles ist richtig, nur das mit der Gegenfinanzierung …?  D brauch da ganz viel von, nur auf einer soliden Basis! #Grüne Go!",Grüne,0.0,neutral
434,4,2022-08-28 05:31:14,1563761101195644929,"#Ukrainekrieg
#StellvertreterKrieg der #USA
#Gruene sind #Kriegshetzer
#dasistnichtmeinkrieg
#Wirtschaftskrise
#Inflation https://t.co/zakihqQhea",Grüne,0.0,neutral
435,5,2022-08-28 05:28:58,1563760530438979585,#Grüne+ #Bund wurde gerade veröffentlicht! https://t.co/sQadt7YQRX Vielen Dank an @svenlehmann @MatthiasGastel @KonstantinNotz #bka #netzdg,Grüne,0.0,neutral
436,6,2022-08-28 05:21:15,1563758590892146689,"@HannaSchuhmach1 @gmachhein69 Es werden nicht nur die Armen hinten runter fallen, sondern auch ein guter Teil des Mittelstandes.

Das Rückgrat Deutschlands wird ideologisch gebrochen. Und die meisten klatschen Beifall.

#Regierung #Gruene
#GruenerMist",Grüne,0.0,neutral
437,7,2022-08-28 04:58:53,1563752961632866305,"Wenn man von Etwas offensichtlich nicht den Hauch einer Ahnung hat, einfach mal die Klappe halten. Ich bin Grünenmitglied und schäme mich für diesen Bullshit. Homöopathie schadet, weil wirksame Therapien dadurch oft zu spät genutzt werden.  
#Gruene #Homoeopathie https://t.co/B6DZGqGgsz",Grüne,0.0,neutral
438,8,2022-08-28 04:53:39,1563751644986281984,"Entkoppelung geplant: #Strom soll nicht mehr gemeinsam mit #Gaspreis teurer werden. 
Es ist Dringlichkeit geboten. Doch das Bundeswirtschaftsministerium mit ihrem Chef #Habeck, #Grüne, will sie nur mittelfristig angehen.
Die Zeche zahlt der Verbraucher.
https://t.co/oVj0wMn2VQ",Grüne,0.0,neutral
439,9,2022-08-28 04:13:18,1563741487912964098,"#FridaysForFuture, #Grüne Jugend &amp; Friends: Hier planen #KlimaTerroristen den Umsturz https://t.co/UY6roR1gbM",Grüne,0.0,neutral
440,0,2022-08-28 02:29:29,1563715361643540480,"モデルデータだけ作っといて
publicフォルダに突っ込んどきゃぁ
Neosの住民なら適当に遊んでくれるやろ
今度武器のモデル作るんでなんか適当に
遊んでやってくれ
#NeosVR #Neos",NEOS,0.0,neutral
441,1,2022-08-27 22:22:20,1563653166071152642,"PS: und wenn ihr jetzt die anderen Linken (#SPÖ, #Neos) wählt, dann macht ihr es noch schlimmer. Mark my words! #Strompreis https://t.co/3V2NuJReGV",NEOS,-0.2003,negativ
442,2,2022-08-27 22:21:38,1563652987448598528,"PS: und wenn ihr jetzt die anderen Linken (#SPÖ, #Neos) wählt, dann macht ihr es noch schlimmer. Mark my words!",NEOS,-0.2003,negativ
443,3,2022-08-27 22:03:23,1563648396342472704,I would love to see video reacts to random stuff from people in #vr #vrchat or #neos lol. https://t.co/2AoN9XYhL1,NEOS,0.5994,positiv
444,4,2022-08-27 20:53:24,1563630785051201536,"Preisausschreiben I

#DOLME der Woche sitzen bei #Market #Lazarsfeld. Umfrage für #ltwTirol so arg daneben, dass die Mitzi Pimperl aus #SipbachZell das um Längen besser hinkriegt.
#ÖVP 25
#SPÖ 21
#FPÖ 19
#Fritz 15
#Gruene 7
#Neos 7
#MfG 3
Sonst 3
Da sind 7 verheerende Fehler drin",NEOS,0.0,neutral
445,5,2022-08-27 15:07:46,1563543803117846530,"ICAO: 4CA961
Flt: NOS6906 #Neos #DUB-#VRN
First seen: 2022/08/27 16:04:10
Min Alt: 37000 ft MSL
Min Dist: 3.03 nm

#planefence #adsb 
https://t.co/WtdmzRzUPW https://t.co/B1rZB0NYib",NEOS,-0.2023,negativ
446,6,2022-08-27 10:45:07,1563477703726366721,"🇦🇹#Austria, legislative election poll:

⏸️#SPÖ: 30 %
🔼#FPÖ: 22 % (+1)
🔽#ÖVP: 20 % (-1)
⏸️#Neos: 13 %
⏸️#Grüne: 9 %
⏸️#MFG: 4 %
...

Market, 23/08/22 https://t.co/5eAIZRejrc",NEOS,0.0,neutral
447,7,2022-08-27 10:24:52,1563472608213217283,"@CorneliAmon #Neos, dürfen wir mit DIR...
Ich,nicht über Gott reden will die Zeugen Jehovas gibt's schon.
Aber dieses dauernde Duzen geht. Ir so am Kecks.",NEOS,0.0,neutral
448,8,2022-08-27 09:51:46,1563464280028041216,"VR Art Tour in Neos~!!🐯✨🙏 
Thank you for coming my solo exhibition 2022. Of course, the other VR art worlds were also very wonderful and reminded me at the same time of the days when we all enjoyed painting. #VR #VRart #painting #TiltBrush #NeosVR #Neos #NeosFesta #3ddraw https://t.co/2tZWIvZvWh",NEOS,0.0,neutral
449,9,2022-08-27 03:48:58,1563372978246561792,木曜日。ふとなんとなくでNEOSに。あむちゃんに新しいアバターのセットアップをして貰っていたら、『おめでとうございます』って言われた。どゆこと？？ってなってたら、たまたま2年前に初めてログインしたようで。お誕生日的な日やったとwほんまや！名前の上、パンにローソク刺さってる！ #NEOS https://t.co/ry6AyHO9sV,NEOS,0.0,neutral
450,0,2022-08-29 05:18:56,1564120393329348608,"@rudifussi @WienEnergie @ma_radov Gewerkschaft und Arbeiterkammer wissen das. Die wollen den Gewinn von den fehlenden 1,7 Milliarden abschöpfen. #SPÖ wo die Wirtschaft zu Hause ist.",SPÖ,0.7717,positiv
451,1,2022-08-29 05:15:45,1564119592074481665,"@arkoliest @DieRaffa Wienenergie #SPÖ fehlen 1,7 Milliarden. AK und Gewerkschaft wollen den Gewinn abschöpfen. Kompetenz ist Alles.",SPÖ,0.7096,positiv
452,2,2022-08-29 04:53:50,1564114076686598151,"@speis_oo @PeterRippl Sorry, das wird dir jetzt nicht gefallen. Aber die @WienEnergie ist fest in roter #SPÖ Hand. Die ist ja sowas wie die Wiener Verstaatlichte, um jetzt ein paar schlechte Déjà-vu Emotionen auszulösen.",SPÖ,0.4195,positiv
453,3,2022-08-29 03:31:32,1564093366161268736,"Jetzt haben wir es dem Putin aber richtig gezeigt, gell Genossen.  Freundschaft.
#WienEnergie #SPÖ #Wienliebe #Oesterreich https://t.co/iAfoOIgMBh",SPÖ,0.8625,positiv
454,4,2022-08-29 03:29:50,1564092939474804737,#WienEnergie @BgmLudwig #spoe @diegruenen @lgewessler https://t.co/Pc7JUc2knn,SPÖ,0.0,neutral
455,5,2022-08-29 02:51:53,1564083386393714689,Tja man sollte nicht husch pfusch solche Tweets rauswerfen #Spoe #WienEnergie https://t.co/ssdddmfywd,SPÖ,0.0,neutral
456,6,2022-08-29 01:42:29,1564065924419829760,"@ThomasPoebel @KernChri Die Regierung? Wohl eher die #WienEnergie und die #SPÖ_Wien! Und die Regierung muss jetzt die Kastanien aus dem Feuer holen für die Genossen. @KernChri hätte lieber die #SPÖ beraten sollen, wäre gescheiter gewesen!",SPÖ,0.6688,positiv
457,7,2022-08-29 01:32:19,1564063365378498560,"@HeleneSchuberth 17 Stunden. Lange hat Ihr Tweet nicht durchgehalten. Ich an Ihrer Stelle würde ihn löschen.
#Besteuerungsmodell #AK #ÖGB #Übergewinne
#WienEnergie #SPÖ",SPÖ,-0.4047,negativ
458,8,2022-08-29 01:18:55,1564059991446798339,"@FreEDom6969for @WienEnergie Wieso soll die Regierung zurücktreten, wenn die Stadt Wien mit ihrer #WienEnergie in Turbulenzen kommt? Die #SPÖ ist nicht die Regierung!",SPÖ,-0.3802,negativ
459,9,2022-08-29 00:44:06,1564051231550603265,"@mlcaritas Mit dem Vermögen ist das so eine Sache. Es kann rasch wachsen, es kann aber auch sehr schnell weg sein. Siehe #Wien_Energie #SPÖ",SPÖ,0.659,positiv
460,0,2022-08-29 05:33:33,1564124070169513985,"Der #gruene Bürgermeister von Innsbruck Willi will auch nach der nächsten NR-Wahl eine #oevp Grüne Koalition als „langfristiges Projekt“. Das erfüllt nach meinem Dafürhalten den Tatbestand der „gefährlichen Drohung“! Die Tiroler können am 25.9. ja zeigen, was sie davon halten!",ÖVP,0.0,neutral
461,1,2022-08-29 05:30:14,1564123239470735360,Und dieser Mann war in #Österreich Chef des Inlandsgeheimdienstes des Bundesheers (Abwehramt). 🤦‍♂️ #Striedinger #ÖVP https://t.co/iLe1MTyq3a,ÖVP,0.0,neutral
462,2,2022-08-29 05:00:47,1564115826084569090,@modnr1970 würde aber genau zur #oevp    passen.,ÖVP,0.0,neutral
463,3,2022-08-29 04:37:33,1564109977979129861,#ÖVP „#Irrsinn stoppen“: Österreichs Kanzler #Nehammer für europäischen #Strompreisdeckel https://t.co/jTofkpRbTJ,ÖVP,0.0,neutral
464,4,2022-08-29 01:49:32,1564067698014814212,@Vinceblackshad1 @MichelJungwirth Ja .. und wie üblich von der #övp,ÖVP,0.0,neutral
465,5,2022-08-28 21:48:26,1564007023682912352,"🇦🇹#Austria, Salzburg state election poll:

⏫#SPÖ: 24 % (+4)
⏫#FPÖ: 24 % (+5,2)
⏬#ÖVP: 22 % (-15,8)
🔼#Neos: 8 % (+0,7)
🔽#Grüne: 8 % (-1,3)
🆕#MFG: 5 %
...

(+/- Last election)

Market, August 2022 https://t.co/Ue3eWUu9HH",ÖVP,0.0,neutral
466,6,2022-08-28 21:48:13,1564006968142053376,"@l_sachslehner Du und die #oevp seits so weg davon, die Probleme der jungen Generationen zu fassen, dass es weh tut! Was ist die nächste Idee? 1+1 auf Austern? Mehrwertsteuer geschenkt beim Kauf eines Jetskis? Gratis Koikarpfenlieferung bei Vergrößerung des Gartenbiotops im Wochenendhaus?",ÖVP,0.0,neutral
467,7,2022-08-28 21:08:41,1563997018049085446,"@schwurbler6500 @Gecko91671488 @Stadt_Wien Das ist der #öVP-Spin, aber 100 %ig in seiner Darstellung - FALSCH.",ÖVP,0.0,neutral
468,8,2022-08-28 21:00:03,1563994846473469952,"Weil es nicht von der EU vorgeschrieben ist. Österreichs Politiker sind EU-hörig. Leider nehmen sie sich nicht Orban als Vorbild, der zuerst auf sein Volk und Land schaut. Die drei Parteien gut merken für die nächsten Wahlen: #SPÖ #Grüne #ÖVP @M_T_Franz https://t.co/YfLqnK2UKV",ÖVP,0.0,neutral
469,9,2022-08-28 20:58:33,1563994466783993856,"Würde mich nicht wundern, wenn @karlnehammer und die #oevp da wieder Horror-PR auf kosten der politischen Glaubwürdigkeit - inszenieren. - Ich bin mir sogar sicher. Die ticken so.

#wienenergie",ÖVP,0.0,neutral
470,0,2022-08-28 21:48:26,1564007023682912352,"🇦🇹#Austria, Salzburg state election poll:

⏫#SPÖ: 24 % (+4)
⏫#FPÖ: 24 % (+5,2)
⏬#ÖVP: 22 % (-15,8)
🔼#Neos: 8 % (+0,7)
🔽#Grüne: 8 % (-1,3)
🆕#MFG: 5 %
...

(+/- Last election)

Market, August 2022 https://t.co/Ue3eWUu9HH",FPÖ,0.0,neutral
471,1,2022-08-28 20:14:46,1563983449064701958,@NicolaWerdenigg Beides erlebt.  Verbal und in echt. Ist ewig her. Deswegen bis heute bei verbalen Sachen seeeehr empfindlich. Auch in politischen Diskussionen.#FPÖ,FPÖ,0.0,neutral
472,2,2022-08-28 20:04:55,1563980971116056581,Na hat sich ja voll ausgezahlt die russische Arschkriecherei die letzten Jahrzehnte. #ÖVP #SPÖ #FPÖ https://t.co/lEGSz0kL6P,FPÖ,0.0,neutral
473,3,2022-08-28 19:20:19,1563969745174552579,@Schiffe57314912 @Georg_Pazderski Und was dann als Ersatz die #fpoe ?  Viele die nicht zum #GreatReset gehören gibt's ja nicht mehr.,FPÖ,0.0,neutral
474,4,2022-08-28 16:39:12,1563929201035677696,"@pollak_politics sind nicht einige dieser Superreichen nicht eh auch #FPÖ-nah!? 
Die Geflüchteten wählen ja nicht - dafür sorgen schon ihre Buddies von der #ÖVP.",FPÖ,0.0,neutral
475,5,2022-08-28 16:34:43,1563928070599446528,"Schon etwas älter - aber guter Beitrag zum frauenfeindlichen und homophoben #FPÖ- und #Pegida-Fan #AndreasGabalier. @VolksRocknRolla

https://t.co/iD3oz3iFEv",FPÖ,0.0,neutral
476,6,2022-08-28 15:21:41,1563909693772292097,"@ChemtrailGang Sollte man in Anbetracht der #FPÖ Plakate in Tirol vlt. besonders drauf hinweisen, um die Slogans mit den russischen Zuständen zu vergleichen.

Aber die FPÖ behauptet im Wahlkampf anscheinend immer das Gegenteil von dem, was sie plant.
anno 2017 z.B.: https://t.co/vX6WCQOkVG",FPÖ,0.0,neutral
477,7,2022-08-28 14:52:01,1563902225038147586,"#Linke und #Rechte in Österreich vereinigt gegen die #Ukraine und für Putin.  KPÖ 🤝 FPÖ #kpoe #fpoe #RusslandKolaboratoren #Kolaboratoren #UkraineUnderAttack 
https://t.co/1g6JrOpq8x",FPÖ,0.0,neutral
478,8,2022-08-28 14:40:15,1563899264954236931,"🇦🇹#Austria, Tyrol state election poll:

⏬#ÖVP: 25 % (-19,3)
⏫#SPÖ: 21 % (+3,7)
⏫#FPÖ: 19 % (+3,5)
⏫#FRITZ: 15 % (+9,5)
🔼#Neos: 7 % (+1,8)
⏬#Grüne: 7 % (-3,7)
🆕#MFG: 3 %
...

(+/- Last election)

The next election is this September.

Market, August 2022 https://t.co/ysBnGkq92M",FPÖ,0.0,neutral
479,9,2022-08-28 13:51:01,1563886874724270082,"Gerne ein Ende der Sanktionen nach Kriegsende. @kpoe_steiermark und #FPÖ können ihre guten Kontakte nach #Russland doch nutzen, um Krieg am Verhandlungstisch zu beenden. Oder ist das blanker Populismus. Von ""Kurz""sichtigkeit in der Politik haben die Menschen genug! https://t.co/FTWzYcGdUx",FPÖ,0.0,neutral
480,0,2022-08-29 05:33:33,1564124070169513985,"Der #gruene Bürgermeister von Innsbruck Willi will auch nach der nächsten NR-Wahl eine #oevp Grüne Koalition als „langfristiges Projekt“. Das erfüllt nach meinem Dafürhalten den Tatbestand der „gefährlichen Drohung“! Die Tiroler können am 25.9. ja zeigen, was sie davon halten!",Grüne,0.0,neutral
481,1,2022-08-29 05:30:00,1564123178611490822,"FDP-Fraktionsvorsitzender #ChristianDürr hat Bundeswirtschaftsminister Robert #Habeck (#Grüne) aufgefordert, „handwerkliche Fehler“ bei der #Gasumlage bis zur Kabinettsklausur zu beseitigen. https://t.co/hxoX85JTki",Grüne,0.0,neutral
482,2,2022-08-29 05:29:07,1564122955650564096,#Grüne+ #Bund wurde gerade veröffentlicht! https://t.co/bCFy1f3vbY Vielen Dank an @BriHasselmann @DJanecek @W_SK #rente #gasumlage,Grüne,0.0,neutral
483,3,2022-08-29 05:18:39,1564120321665515520,"@AugustTiner @BriHasselmann Den Strom sollen die rechten deutschen Arbeitenden zahlen!

Links-progressive
#Grüne Aktivist*Innen 
&amp; 
#Grüne Politiker*Innen 
sind vom Zahlen von Steuern/Energiepreisen ausgeschlossen!",Grüne,0.0,neutral
484,4,2022-08-29 05:15:52,1564119622084853760,"Wenn pseudo-#Gruene Beton-#Windraeder #Umwelt &amp; #Natur verschandeln, ist das nur noch gruselig. #Windkraft #Windenergie #Windrad #Habeck #HabeckRuecktrittSofort #HabeckRuecktritt #Gruenen",Grüne,0.0,neutral
485,5,2022-08-29 05:11:17,1564118468718465024,"Kaum haben #gruene und #fdp was zu sagen, werden sie genauso #korrupti wie die „alten“ #Unipergate",Grüne,0.0,neutral
486,6,2022-08-29 05:08:45,1564117832652263425,ohne #Grüne lebt sichs besser,Grüne,0.0,neutral
487,7,2022-08-29 05:08:19,1564117722207862785,"@GeorgineKellerm @c_lindner Georgine hat recht!

(Verbrenner-) #Dienstwagen sollten ein Privileg für links-progressive, #grüne Politiker*Innen und deren Regierungssprecher*Innen des #ÖRR sein!

Die rechten deutschen Arbeitenden sollen gefälligst mit dem #Lastenrad zu den Kund*Innen/Arbeit pendeln!",Grüne,0.0,neutral
488,8,2022-08-29 05:03:41,1564116554828087298,"Noch längst nicht genug!

#Grüne müssen weiter dafür kämpfen, daß die rechten deutschen Arbeitenden den zehnfachen Preis 
(gegenüber anderen Staaten)
zahlen müssen!

Nur so kann das #Weltklima gerettet werden.

https://t.co/O2lUPA6xO6",Grüne,0.0,neutral
489,9,2022-08-29 04:57:31,1564115005389381632,Der #Gruene #Energie-Preisschock lässt manchem das Blut in den Adern gefrieren.,Grüne,0.0,neutral
490,0,2022-08-29 03:58:05,1564100046441721856,"I am proud to announce that, after a bit of work, I have released the 1.0 version of my #neosvr FBT+ system. It corrects the neck bending issue present in Neos! 

v1.0 comes with a swanky installer and streamlined calibration process. Check #neos-full-dive for link",NEOS,0.0,neutral
491,1,2022-08-29 03:29:32,1564092863981699073,"告知ツイート有難うございます。

因みに画像はneos内で撮影された物です。
写真撮影の心得のある人ならもっと凄い写真が撮れますよ。
#neos #NeosVR #結月ゆかり https://t.co/0Ll33I8KUM",NEOS,0.0,neutral
492,2,2022-08-28 23:05:35,1564026435672883200,"Fluffal (Mai Valentine) Deck - Duel Links
#tweet #seasononegaming #yugioh #duellinks #harpie #neos #maivalentine
https://t.co/njIbMPKtzH",NEOS,0.0,neutral
493,3,2022-08-28 21:48:26,1564007023682912352,"🇦🇹#Austria, Salzburg state election poll:

⏫#SPÖ: 24 % (+4)
⏫#FPÖ: 24 % (+5,2)
⏬#ÖVP: 22 % (-15,8)
🔼#Neos: 8 % (+0,7)
🔽#Grüne: 8 % (-1,3)
🆕#MFG: 5 %
...

(+/- Last election)

Market, August 2022 https://t.co/Ue3eWUu9HH",NEOS,0.0,neutral
494,4,2022-08-28 20:50:30,1563992443577454592,"Ganz unfähig wird #ÖVP nicht sein, sollte auch #SPÖ-Koalitionspartner #Neos frontal angehen, die immer tun, als hätten sie Weisheit mit Löffeln gefressen.
Bei uns läuft dzt. Catchen in #Ampel.
#SPD versucht #Habeck wegen #Gasumlage zu beschädigen, #Gruene Richtung 20% zu drücken. https://t.co/4RvqpLfWkZ",NEOS,0.0,neutral
495,5,2022-08-28 19:35:39,1563973604357931010,"@MaurerHans Aber immer klugsch... die Wirner #SPÖ und Wiener #Grüne und #Neos, Dir lange in Mitverantwortung waren/sind.... dass zB Tirol #inTirol zu wenig Windradln habe. Und selber nur Gaskraftwerke und int. Strom zukaufen bis zur Pleite. Und Medien applaudieren, va #ORF #ZiB2",NEOS,0.0,neutral
496,6,2022-08-28 18:14:07,1563953088972460033,"👀✈️🔊
EI-RZD 
#Unknown 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 35000ft
 #4CAC36  
Seen 115 Times
#ScotRadar

https://t.co/D4NQ5uPzqD https://t.co/xHyzN9iIa4",NEOS,0.0,neutral
497,7,2022-08-28 14:40:15,1563899264954236931,"🇦🇹#Austria, Tyrol state election poll:

⏬#ÖVP: 25 % (-19,3)
⏫#SPÖ: 21 % (+3,7)
⏫#FPÖ: 19 % (+3,5)
⏫#FRITZ: 15 % (+9,5)
🔼#Neos: 7 % (+1,8)
⏬#Grüne: 7 % (-3,7)
🆕#MFG: 3 %
...

(+/- Last election)

The next election is this September.

Market, August 2022 https://t.co/ysBnGkq92M",NEOS,0.0,neutral
498,8,2022-08-28 13:32:28,1563882206925406208,"👀✈️🔊
EI-RZD 
#NOS7953 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 40000ft
 #4CAC36  
Seen 113 Times
#ScotRadar

https://t.co/D4NQ5v7aPd https://t.co/RfZlYH4BB6",NEOS,0.0,neutral
499,0,2022-08-30 08:57:12,1564537708453761029,"Beate Meinl #Reisinger von den #Neos hat doch vor kurem #Volksverräter definiert, als Personen, die unserem Land schaden oder in die Richtung! Darf ich die #Neos, die der #SPÖ offenbar bei der Vertuschung behilflich sind eigentlich jetzt Volksverräter nennen??? #WienEnergie",SPÖ,0.0,neutral
500,1,2022-08-30 08:56:13,1564537461107195904,Das #zib2 Interview mit #spö #hanke war aus unserer Sicht eher nicht vertrauensfördernd.,SPÖ,0.0,neutral
501,2,2022-08-30 08:51:36,1564536299041816576,"#SPÖ Wirtschaftsskandale in einer unvollständigen Aufzählung:

Lucona, Konsum, VOEST, Noricum, Intertrading, AKH-Wien (Schaden 1980 rund 4.6 Mrd.€), Bank Burgenland, BACA verspielt ans Ausland, BAWAG in der Karibik verloren, Salzburg-Spekulation, KH Nord und nun #WienEnergie",SPÖ,0.0,neutral
502,3,2022-08-30 08:46:32,1564535024250224641,"@florianklenk Leiter vom #tradingdesk bei der #WienEnergie wird gehen müssen. Das wars dann schon. Bin mir fast sicher, dass #ithuba für das Glattstellen der Positionen einen Beratungsauftrag bekommt-hatten wir doch  schon alles - remember Salzburg - #spoe ist in #wien zu lange an der macht",SPÖ,0.0,neutral
503,4,2022-08-30 08:34:51,1564532084407934976,"@AndreasKollros @WienEnergie Ihr von der #SPÖ verfolgt alle dasselbe Narrativ. 😬😬😬

Demnächst klicken die Handschellen für euch Spekulanten von der Stadt Wien und Wien Energie!!! Die Justiz ermittelt.",SPÖ,0.0,neutral
504,5,2022-08-30 08:34:30,1564531995933302785,"@guenschl Die sind damit überfordert, in #Wien ginge das Licht aus.
#WienEnergie ist zu groß, dass man sie hops gehen lässt, auch wenn es die Manager des Unternehmens und die verantwortlichen Politiker der #SPÖ redlich verdient hätten.",SPÖ,0.0,neutral
505,6,2022-08-30 08:30:21,1564530952612765702,Jeder andere würde im Häfen sitzen ? #spö https://t.co/vScZd8rBkO,SPÖ,0.0,neutral
506,7,2022-08-30 08:27:59,1564530358716071938,"@RichardSchmitt2 @rendiwagner @SP_Wien N E I N!  Katastrophaler Auftritt!! Irrationale Aussagen zu allen Themen...
Wehe Österreich, wenn solche Politiker, resp. #SPÖ, die Oberhand bekommen! 😱😱😱",SPÖ,0.0,neutral
507,8,2022-08-30 08:26:31,1564529989520875521,"+++ nicht zu ende gerechnet +++

@dufitoon #SPÖ #ludwig #wienenergie #zib2 #epicfail https://t.co/51I5m65KLE",SPÖ,0.0,neutral
508,9,2022-08-30 08:24:39,1564529518001684480,"#KleineZeitung

Image von #SPÖ-#MichaelLudwig als verantwortungsvoller Politiker nach #WienEnergie-Skandal völlig angekratzt
Kanzlerreserve #Hanke hops
#Neos in #Wien nur Steigbügelhalter
Skandal vergleichbar mit #BAWAG und #Hypo
#Untersuchungsausschuss dringend nötig",SPÖ,0.0,neutral
509,0,2022-08-30 08:31:19,1564531196641656836,"@florianklenk Gute Frage. Der versteckt sich vor seiner Verantwortung und unangenehmen Fragen. Ein ganz großer Bürgermeister.

Wäre er ein #ÖVP Bürgermeister, hätten Sie wohl längst seinen Rücktritt gefordert.",ÖVP,0.0,neutral
510,1,2022-08-30 08:20:01,1564528352777699328,"@schwurbler6500 (5)..Offenbar sieht sich d.#SPÖWien auch nur als Selbstbedienungsladen f.das eigene Klientel &amp; macht ihr ""Service"" Märchen mit den 100en ""ausgegliederten"" Firmen nur aus Eigeninteresse...

Von d.""neuen"" #ÖVP wissen wir d. eh scho lange, genauso wie GRÜNE.

https://t.co/NkGRf6OJDw",ÖVP,0.0,neutral
